template_id,process_id,process_name,process_group,phase,section_name,sort_order,source_sheet,source_row,original_process,original_item,app_item_text,required,risk_level,default_status,assignee_role_default,worker_action_buttons,office_status_options,needs_review,note
CHK-0080,PROC_PLUMBING,설비,설비,rough_in,,20,공정별 체크리스트,99,설비,(상향식 보일러의 경우 드레인 필수 요소),(상향식 보일러의 경우 드레인 필수 요소)을(를) 확인하였는가?,True,high,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0081,PROC_PLUMBING,설비,설비,rough_in,,21,공정별 체크리스트,100,설비,보일러실 천정에 있는 확산형 소화기의 상태를 확인 하였는가?,보일러실 천정에 있는 확산형 소화기의 상태를 확인하였는가?,True,high,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0082,PROC_PLUMBING,설비,설비,rough_in,,22,공정별 체크리스트,101,설비,주택 공사 시 보일러 설치실을 내부에 설치할 공간을 확보했는가?,주택 공사 시 보일러 설치실을 내부에 설치할 공간을 확보했는가?,True,high,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0083,PROC_PLUMBING,설비,설비,rough_in,,23,공정별 체크리스트,102,설비,도시가스 배관의 이설 또는 제거 여부 확인,도시가스 배관의 이설 또는 제거 여부 확인하였는가?,True,high,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0084,PROC_PLUMBING,설비,설비,rough_in,,24,공정별 체크리스트,103,설비,확장구간 바닥에 단열작업을 미리 해 놓았는가?,확장구간 바닥에 단열작업을 미리 해 놓았는가?,True,high,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0085,PROC_PLUMBING,설비,설비,rough_in,,25,공정별 체크리스트,104,설비,스탠드 에어컨 자리에 배수가 설치되어 있는가?,스탠드 에어컨 자리에 배수가 설치되어 있는가?,True,high,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0086,PROC_PLUMBING,설비,설비,rough_in,,26,공정별 체크리스트,105,설비,이경엘보가 트랜치 개소에 맞게 준비되었는가,이경엘보가 트랜치 개소에 맞게 준비되었는가?,True,low,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0087,PROC_PLUMBING,설비,설비,rough_in,,27,공정별 체크리스트,106,설비,배수배관의 구배는 잘 되어있는가?,배수배관의 구배는 잘 되어있는가?,True,high,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0088,PROC_PLUMBING,설비,설비,rough_in,,28,공정별 체크리스트,107,설비,신설되거나 위치를 옮겨야 하는 스프링 클러가 있는가?,신설되거나 위치를 옮겨야 하는 스프링 클러가 있는가?,True,low,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0089,PROC_PLUMBING,설비,설비,rough_in,,29,공정별 체크리스트,108,설비,", 주방후드가 설치될곳까지 후드배관이 연결될수 있는가?",", 주방후드가 설치될곳까지 후드배관이 연결될수 있는가?",True,medium,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0090,PROC_PLUMBING,설비,설비,rough_in,,30,공정별 체크리스트,109,설비,에어컨의 브랜드를 확인하였는가? 단배관인지 다배관인지 확인하였는가?,에어컨의 브랜드를 확인하였는가? 단배관인지 다배관인지 확인하였는가?,True,high,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0091,PROC_PLUMBING,설비,설비,rough_in,,31,공정별 체크리스트,110,설비,에어컨 타공후 벽체속 전기 설비에 문제가 있는지 확인하였는가?,에어컨 타공후 벽체속 전기 설비에 문제가 있는지 확인하였는가?,True,high,NOT_STARTED,설비 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0092,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,1,공정별 체크리스트,113,습식 방수 공사,자재준비가 충분히 되었는가,자재준비가 충분히 되었는가?,True,medium,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0093,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,2,공정별 체크리스트,114,습식 방수 공사,작업자가 미리 세팅되어 있는가,작업자가 미리 세팅되어 있는가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0094,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,3,공정별 체크리스트,115,습식 방수 공사,습식 작업 할 곳에 마킹이 되어있는가?,습식 작업 할 곳에 마킹이 되어있는가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0095,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,4,공정별 체크리스트,116,습식 방수 공사,샤워 부스 조적 작업 시 하단 박스 마감 전 H 380이상 2단 박스 H : 350 이상,샤워 부스 조적 작업 시 하단 박스 마감 전 H 380이상 2단 박스 H : 350 이상을(를) 확인하였는가?,True,medium,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0096,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,5,공정별 체크리스트,117,습식 방수 공사,작업자가 방수액을 적절히 잘 섞어쓰고 있는가?,작업자가 방수액을 적절히 잘 섞어쓰고 있는가?,True,high,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0097,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,6,공정별 체크리스트,118,습식 방수 공사,셀프레벨링 자재가 준비되어 있는가,셀프레벨링 자재가 준비되어 있는가?,True,medium,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0098,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,7,공정별 체크리스트,119,습식 방수 공사,바닥에 S/L작업을 할곳이 어디인가?,바닥에 S/L작업을 할곳이 어디인가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0099,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,8,공정별 체크리스트,120,습식 방수 공사,확장구간에 사용할 방열판은 준비되어 있는가.,확장구간에 사용할 방열판은 준비되어 있는가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0100,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,9,공정별 체크리스트,121,습식 방수 공사,확장구간 시다지는 기존 바닥 면보다 5MM낮게 채워져 있는가?,확장구간 시다지는 기존 바닥 면보다 5MM낮게 채워져 있는가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0101,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,10,공정별 체크리스트,122,습식 방수 공사,1차 방수 완결방수 1말 물 섞지 않고 레미탈 배합으로만 시공하였는가?,1차 방수 완결방수 1말 물 섞지 않고 레미탈 배합으로만 시공하였는가?,True,high,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0102,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,11,공정별 체크리스트,123,습식 방수 공사,(샤워 부스 부분 H : 1800 이상 일반 벽체 H : 600 이상),(샤워 부스 부분 H : 1800 이상 일반 벽체 H : 600 이상)을(를) 확인하였는가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0103,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,12,공정별 체크리스트,124,습식 방수 공사,2차 방수프로 1말 물 1말 레미탈 2개 3분이상 믹스 후 시공하였는가?,2차 방수프로 1말 물 1말 레미탈 2개 3분이상 믹스 후 시공하였는가?,True,high,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0104,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,13,공정별 체크리스트,125,습식 방수 공사,3차 비노출 우레탄 코너라인 빠진곳 없이 잘 발라져 있는가?,3차 비노출 우레탄 코너라인 빠진곳 없이 잘 발라져 있는가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0105,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,14,공정별 체크리스트,126,습식 방수 공사,주택 공사시 외부 누수 확인했는가?,주택 공사시 외부 누수 확인했는가?,True,high,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0106,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,15,공정별 체크리스트,127,습식 방수 공사,"(공사 기간 중 비오는 날 현장 확인 필수, 토,일 공휴일 상관없이)","(공사 기간 중 비오는 날 현장 확인 필수, 토,일 공휴일 상관없이)을(를) 확인하였는가?",True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0107,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,16,공정별 체크리스트,128,습식 방수 공사,주택 공사 시 옥상 방수 상태 필히 확인했는가?,주택 공사 시 옥상 방수 상태 필히 확인했는가?,True,high,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0108,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,17,공정별 체크리스트,129,습식 방수 공사,주택 공사시 화장실 벽체 벽돌 or 보로고 확인했는가?,주택 공사시 화장실 벽체 벽돌 or 보로고 확인했는가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0109,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,18,공정별 체크리스트,130,습식 방수 공사,주택 공사 시 화장실 벽체 보로고 시 하부 방수전 보강 작업 필요 유무 확인했는가?,주택 공사 시 화장실 벽체 보로고 시 하부 방수전 보강 작업 필요 유무 확인했는가?,True,high,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0110,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,19,공정별 체크리스트,131,습식 방수 공사,방수 공사 시방은 리비안 디자인의 시공을 철저하게 지켰는가?,방수 공사 시방은 리비안 디자인의 시공을 철저하게 지켰는가?,True,high,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0111,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,20,공정별 체크리스트,132,습식 방수 공사,발코니쪽 미장한 곳이 기존 면보다 더 높게 미장되 있지 않은가?,발코니쪽 미장한 곳이 기존 면보다 더 높게 미장되 있지 않은가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0112,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,21,공정별 체크리스트,133,습식 방수 공사,습식공사가 끝난 후 충분한 물축임을 하고 있는가?,습식공사가 끝난 후 충분한 물축임을 하고 있는가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0113,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,22,공정별 체크리스트,134,습식 방수 공사,난로는 충분히 준비되어 있는가?(겨울철),난로는 충분히 준비되어 있는가?(겨울철),True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0114,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,23,공정별 체크리스트,135,습식 방수 공사,욕조작업이 끝나고 조적일정을 잡아 놨는가?,욕조작업이 끝나고 조적일정을 잡아 놨는가?,True,low,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0115,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,24,공정별 체크리스트,137,습식 방수 공사,발주 된 샷시 스펙은 맞는가?,발주 된 샷시 스펙은 맞는가?,True,medium,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0116,PROC_WET_WATERPROOF,습식·방수,습식·방수,rough_in,,25,공정별 체크리스트,138,습식 방수 공사,"(문틀 사이즈, 색상, 유리 스펙, 손잡이, 방충망 외)","(문틀 사이즈, 색상, 유리 스펙, 손잡이, 방충망 외)을(를) 확인하였는가?",True,medium,NOT_STARTED,방수 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0117,PROC_WINDOW,샷시,창호,rough_in,,1,공정별 체크리스트,139,샷시공사,샷시 마감을 얼마나 잡을지 정했는가?,샷시 마감을 얼마나 잡을지 정했는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0118,PROC_WINDOW,샷시,창호,rough_in,,2,공정별 체크리스트,140,샷시공사,단열이 필요한 자리에 샷시 공틀이 설치되어 있는가?,단열이 필요한 자리에 샷시 공틀이 설치되어 있는가?,True,high,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0119,PROC_WINDOW,샷시,창호,rough_in,,3,공정별 체크리스트,141,샷시공사,샷시 와 콘크리트 틀 이격이 20mm 이내 인가?,샷시 와 콘크리트 틀 이격이 20mm 이내 인가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0120,PROC_WINDOW,샷시,창호,rough_in,,4,공정별 체크리스트,142,샷시공사,샷시 틀과 콘크리트 틀 이격에 우레탄 폼이 꽉차게 충진되었는가?,샷시 틀과 콘크리트 틀 이격에 우레탄 폼이 꽉차게 충진되었는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0121,PROC_WINDOW,샷시,창호,rough_in,,5,공정별 체크리스트,143,샷시공사,샷시 작업 후 실리콘 처리가 제대로 되어 있는가?,샷시 작업 후 실리콘 처리가 제대로 되어 있는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0122,PROC_WINDOW,샷시,창호,rough_in,,6,공정별 체크리스트,144,샷시공사,(실리콘은 외장용 실리콘으로 시공 되었는가?,(실리콘은 외장용 실리콘으로 시공 되었는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0123,PROC_WINDOW,샷시,창호,rough_in,,7,공정별 체크리스트,145,샷시공사,샷시와 방충방의 상태가 훼손 된곳이 있는가?,샷시와 방충방의 상태가 훼손 된곳이 있는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0124,PROC_WINDOW,샷시,창호,rough_in,,8,공정별 체크리스트,146,샷시공사,(샷시 레일 부분 필히 확인 창문 넣어면서 끍힘 발생 많음),(샷시 레일 부분 필히 확인 창문 넣어면서 끍힘 발생 많음)을(를) 확인하였는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0125,PROC_WINDOW,샷시,창호,rough_in,,9,공정별 체크리스트,147,샷시공사,터닝도어는 유리까지 고정이 되어 있는가?,터닝도어는 유리까지 고정이 되어 있는가?,True,low,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0126,PROC_WINDOW,샷시,창호,rough_in,,10,공정별 체크리스트,148,샷시공사,샷시 손잡이 보양은 하였는가?,샷시 손잡이 보양은 하였는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0127,PROC_WINDOW,샷시,창호,rough_in,,11,공정별 체크리스트,149,샷시공사,기존 샷시의 손잡이 및 액세서리 상태를 확인하고 교체여부를 고객과 이야기 하였는가?,기존 샷시의 손잡이 및 액세서리 상태를 확인하고 교체여부를 고객과 이야기 하였는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0128,PROC_WINDOW,샷시,창호,rough_in,,12,공정별 체크리스트,150,샷시공사,기존 샷시의 상태를 확인하였는가?,기존 샷시의 상태를 확인하였는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0129,PROC_WINDOW,샷시,창호,rough_in,,13,공정별 체크리스트,151,샷시공사,큰 창 하부의 버팀목이 충분한가?,큰 창 하부의 버팀목이 충분한가?,True,low,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0130,PROC_WINDOW,샷시,창호,rough_in,,14,공정별 체크리스트,152,샷시공사,확장부 신규 설치 샷시 하부 버팀목은 금속 or 습식으로 구성하였는가?,확장부 신규 설치 샷시 하부 버팀목은 금속 or 습식으로 구성하였는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0131,PROC_WINDOW,샷시,창호,rough_in,,15,공정별 체크리스트,153,샷시공사,샷시 주변 충진재의 작업이 제대로 되어있는가?,샷시 주변 충진재의 작업이 제대로 되어있는가?,True,medium,NOT_STARTED,샷시 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0132,PROC_CARPENTRY,목공,목공,finish,,1,공정별 체크리스트,155,목공사,목자재가 충분한가?,목자재가 충분한가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0133,PROC_CARPENTRY,목공,목공,finish,,2,공정별 체크리스트,156,목공사,목공사 부속자재들이 충분한가?,목공사 부속자재들이 충분한가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0134,PROC_CARPENTRY,목공,목공,finish,,3,공정별 체크리스트,157,목공사,내가 목공사 디테일을 다 파악하고 목수에게 설명할 수 있는가?,내가 목공사 디테일을 다 파악하고 목수에게 설명할 수 있는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0135,PROC_CARPENTRY,목공,목공,finish,,4,공정별 체크리스트,158,목공사,현관 중문 형태에 따른 보강 or 틀이 정확하게 시공되었는가?,현관 중문 형태에 따른 보강 or 틀이 정확하게 시공되었는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0136,PROC_CARPENTRY,목공,목공,finish,,5,공정별 체크리스트,160,목공사,커튼박스 폭은 얼마로 하기로 했는가?,커튼박스 폭은 얼마로 하기로 했는가?,True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0137,PROC_CARPENTRY,목공,목공,finish,,6,공정별 체크리스트,161,목공사,길이 창문 마감선에서 양옆 50mm 크게,길이 창문 마감선에서 양옆 50mm 크게을(를) 확인하였는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0138,PROC_CARPENTRY,목공,목공,finish,,7,공정별 체크리스트,162,목공사,폭 커튼 구동기 2대 설치 가능한 180mm 확보,폭 커튼 구동기 2대 설치 가능한 180mm 확보하였는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0139,PROC_CARPENTRY,목공,목공,finish,,8,공정별 체크리스트,163,목공사,(전동 커튼 설치 구간 확인 후 전원 확인),(전동 커튼 설치 구간 확인 후 전원 확인)을(를) 확인하였는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0140,PROC_CARPENTRY,목공,목공,finish,,9,공정별 체크리스트,164,목공사,높이 최소 100mm 이상 확보,높이를 최소 100mm 이상 확보하였는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,앱용 질문형 문장으로 정리
CHK-0141,PROC_CARPENTRY,목공,목공,finish,,10,공정별 체크리스트,165,목공사,인원은 충분한가?,인원은 충분한가?,True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0142,PROC_CARPENTRY,목공,목공,finish,,11,공정별 체크리스트,166,목공사,마감작업시 목공본드는 충분히 바르고 있는가?,마감작업시 목공본드는 충분히 바르고 있는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0143,PROC_CARPENTRY,목공,목공,finish,,12,공정별 체크리스트,167,목공사,게이트 및 문 상부에 5MM 골은 잘 지키고 있는가?,게이트 및 문 상부에 5MM 골은 잘 지키고 있는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0144,PROC_CARPENTRY,목공,목공,finish,,13,공정별 체크리스트,168,목공사,도어 형태에 따른 문틀 도어 핸들 스펙에 맞게 목작업이 이루어졌는가?,도어 형태에 따른 문틀 도어 핸들 스펙에 맞게 목작업이 이루어졌는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0145,PROC_CARPENTRY,목공,목공,finish,,14,공정별 체크리스트,169,목공사,필름작업하는곳의 알판 폭이 1150을 넘지는 않는가?,필름작업하는곳의 알판 폭이 1150을 넘지는 않는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0146,PROC_CARPENTRY,목공,목공,finish,,15,공정별 체크리스트,170,목공사,"(벽 이나 기둥을 감아 넘어오는 구간은 벽, 기둥 포함 1150을 넘지 않아야 한다)","(벽 이나 기둥을 감아 넘어오는 구간은 벽, 기둥 포함 1150을 넘지 않아야 한다)을(를) 확인하였는가?",True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,True,자동 질문형 변환 문장. 실무 표현 검수 권장
CHK-0147,PROC_CARPENTRY,목공,목공,finish,,16,공정별 체크리스트,171,목공사,가구가 들어가는 곳의 마감에 걸레받이가 들어가는가?,가구가 들어가는 곳의 마감에 걸레받이가 들어가는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0148,PROC_CARPENTRY,목공,목공,finish,,17,공정별 체크리스트,172,목공사,"가구가 들어가는 곳의 목마감이 수직 수평이 맞는가?(천정, 벽)","가구가 들어가는 곳의 목마감이 수직 수평이 맞는가?(천정, 벽)",True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0149,PROC_CARPENTRY,목공,목공,finish,,18,공정별 체크리스트,173,목공사,콘센트 등의 기구류가 가려 지지는 않았는가?,콘센트 등의 기구류가 가려 지지는 않았는가?,True,high,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0150,PROC_CARPENTRY,목공,목공,finish,,19,공정별 체크리스트,174,목공사,"인터넷함, 분전함이 가려지지는 않았는가?","인터넷함, 분전함이 가려지지는 않았는가?",True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0151,PROC_CARPENTRY,목공,목공,finish,,20,공정별 체크리스트,175,목공사,도배와 필름또는 페인트의 마감 연결부가 제대로 되어있는가?,도배와 필름또는 페인트의 마감 연결부가 제대로 되어있는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0152,PROC_CARPENTRY,목공,목공,finish,,21,공정별 체크리스트,176,목공사,사각 템바보드 뒤를 MDF로 마감하였는가?,사각 템바보드 뒤를 MDF로 마감하였는가?,True,medium,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
CHK-0153,PROC_CARPENTRY,목공,목공,finish,,22,공정별 체크리스트,177,목공사,라인조명박스가 튼튼한가? 라인조명 제조사와 스펙확인을 하였는가?,라인조명박스가 튼튼한가? 라인조명 제조사와 스펙확인을 하였는가?,True,low,NOT_STARTED,목공 작업자,완료|문제있음|사진찍기|메모,미착수|진행중|완료|보류|문제발생|재확인 요청,False,
